0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,name,psnry
36.10846710205078,34.29735565185547,33.5760383605957,32.870182037353516,32.8740234375,32.6976203918457,32.5156364440918,32.34065628051758,32.33835983276367,34.77226638793945,33.8980712890625,33.37300491333008,32.90401840209961,32.62675857543945,32.492767333984375,32.29963302612305,32.09291076660156,32.12046813964844,32.78883743286133,32.77452087402344,32.74753189086914,32.49897384643555,32.334922790527344,32.27266311645508,32.06354904174805,31.99991226196289,31.79037094116211,32.2662353515625,32.274070739746094,32.25817108154297,32.134727478027344,32.07065963745117,32.14283752441406,31.904001235961914,31.679841995239258,31.609907150268555,31.898317337036133,32.014225006103516,31.83967399597168,31.93056297302246,31.926513671875,31.843807220458984,31.613046646118164,31.511220932006836,31.423946380615234,31.68672752380371,31.80223846435547,31.768381118774414,31.810646057128906,31.7263126373291,31.724781036376953,31.491329193115234,31.385623931884766,31.30044937133789,31.411823272705078,31.56381607055664,31.61626625061035,31.639137268066406,31.565948486328125,31.414180755615234,31.369464874267578,31.2650089263916,31.218631744384766,31.39889907836914,31.509790420532227,31.569133758544922,31.516136169433594,31.48412322998047,31.368743896484375,31.31311798095703,31.241680145263672,31.193931579589844,31.272197723388672,31.446739196777344,31.443035125732422,31.397418975830078,31.359968185424805,31.389997482299805,31.237560272216797,31.082374572753906,31.178119659423828,boxes_av1_01,31.178119659423828
41.397483825683594,38.442813873291016,38.0650634765625,37.79181671142578,37.625640869140625,37.4640007019043,37.48366928100586,37.39167785644531,37.32459259033203,38.55488204956055,38.00468826293945,37.722679138183594,37.554630279541016,37.49867248535156,37.33482360839844,37.23729705810547,37.11155319213867,37.11238098144531,37.397727966308594,37.309226989746094,37.28445053100586,37.2278938293457,37.14451599121094,37.106082916259766,37.03282928466797,36.95982360839844,36.90878677368164,37.06657409667969,37.02132797241211,37.03293228149414,36.9488410949707,36.9764289855957,36.874267578125,36.82051086425781,36.76888656616211,36.68326950073242,36.79896926879883,36.82721710205078,36.86394119262695,36.781288146972656,36.78338623046875,36.729026794433594,36.66668701171875,36.63955307006836,36.5959587097168,36.739891052246094,36.69674301147461,36.751739501953125,36.74614334106445,36.706443786621094,36.672569274902344,36.57542419433594,36.544029235839844,36.55817413330078,36.61286163330078,36.59042739868164,36.62607955932617,36.62992477416992,36.611000061035156,36.59280776977539,36.51189041137695,36.440345764160156,36.42760467529297,36.52143859863281,36.53434371948242,36.55329132080078,36.566192626953125,36.546485900878906,36.483821868896484,36.469764709472656,36.398536682128906,36.38131332397461,36.457950592041016,36.48506546020508,36.516876220703125,36.45339584350586,36.474159240722656,36.4348258972168,36.37229919433594,36.322547912597656,36.30238342285156,boxes_av1_05,36.30238342285156
46.55522155761719,40.43647384643555,40.462608337402344,40.37330627441406,40.2957763671875,40.2409782409668,40.18126678466797,40.169578552246094,40.07314682006836,40.514522552490234,40.28572082519531,40.29175567626953,40.14205551147461,40.11404037475586,40.025535583496094,40.02308654785156,39.88809585571289,39.9868278503418,40.163421630859375,39.96503448486328,40.01728057861328,40.01028060913086,39.942317962646484,39.908199310302734,39.88698959350586,39.83867263793945,39.91489791870117,40.04051208496094,39.86823272705078,39.87567138671875,39.88948440551758,39.89773178100586,39.845420837402344,39.8448600769043,39.801307678222656,39.81553649902344,39.931549072265625,39.7720947265625,39.76982879638672,39.78923034667969,39.760719299316406,39.784751892089844,39.78156661987305,39.738059997558594,39.743709564208984,39.8858757019043,39.71649932861328,39.73844528198242,39.72659683227539,39.766536712646484,39.721824645996094,39.70112228393555,39.63325119018555,39.68131637573242,39.796566009521484,39.65911865234375,39.630523681640625,39.63617706298828,39.6478157043457,39.61671829223633,39.63167953491211,39.54826354980469,39.64054870605469,39.74874496459961,39.6506462097168,39.645606994628906,39.58599090576172,39.64654541015625,39.598228454589844,39.62084197998047,39.5717658996582,39.60401916503906,39.69506072998047,39.552711486816406,39.636722564697266,39.64223098754883,39.61278533935547,39.57402038574219,39.564064025878906,39.58392333984375,39.52734375,boxes_av1_15,39.52734375
48.352779388427734,41.19302749633789,41.21983337402344,41.18293762207031,41.12710952758789,41.08390426635742,41.08756637573242,41.057125091552734,41.03689193725586,41.27891159057617,41.130088806152344,41.086788177490234,41.06086349487305,40.98483657836914,40.968589782714844,40.97369384765625,40.80985641479492,40.91704559326172,41.07255554199219,40.912391662597656,40.90376281738281,40.88111114501953,40.895809173583984,40.8571662902832,40.84047317504883,40.86144256591797,40.8913459777832,41.01624298095703,40.79323196411133,40.859580993652344,40.84178924560547,40.8586540222168,40.78840637207031,40.82411193847656,40.77164077758789,40.826622009277344,40.94747543334961,40.742984771728516,40.80744934082031,40.76219940185547,40.78705596923828,40.75107192993164,40.785980224609375,40.77863693237305,40.74684524536133,40.87513732910156,40.73068618774414,40.7646598815918,40.72332763671875,40.78583526611328,40.73830032348633,40.71933364868164,40.731712341308594,40.76488494873047,40.8702278137207,40.684696197509766,40.718788146972656,40.70469665527344,40.7199821472168,40.690040588378906,40.702613830566406,40.683921813964844,40.64421844482422,40.82999801635742,40.67448425292969,40.716148376464844,40.72248840332031,40.7039794921875,40.71731185913086,40.69176483154297,40.67591857910156,40.6993522644043,40.79449462890625,40.6565055847168,40.688148498535156,40.68231964111328,40.63627624511719,40.675506591796875,40.63640594482422,40.6883430480957,40.66102600097656,boxes_av1_25,40.66102600097656
51.77322006225586,44.33087158203125,44.42559814453125,44.48296356201172,44.40379333496094,44.45693588256836,44.43018341064453,44.44896697998047,44.45753479003906,44.446292877197266,44.37873077392578,44.4161262512207,44.427188873291016,44.39253234863281,44.38355255126953,44.42247009277344,44.258689880371094,44.434173583984375,44.411476135253906,44.354225158691406,44.372222900390625,44.37317657470703,44.36693572998047,44.352115631103516,44.344810485839844,44.40174865722656,44.40946960449219,44.36914825439453,44.29844284057617,44.349517822265625,44.36989212036133,44.335487365722656,44.344749450683594,44.36092758178711,44.39424514770508,44.37012481689453,44.367103576660156,44.28752899169922,44.338897705078125,44.316287994384766,44.27642059326172,44.316795349121094,44.36073684692383,44.35454559326172,44.38611602783203,44.35163497924805,44.301509857177734,44.318634033203125,44.31938171386719,44.33013153076172,44.29256820678711,44.345069885253906,44.35326385498047,44.38916778564453,44.35205841064453,44.26043701171875,44.28124237060547,44.29886245727539,44.346927642822266,44.31351089477539,44.352333068847656,44.34833908081055,44.36466598510742,44.3302001953125,44.28857421875,44.310359954833984,44.31038284301758,44.347999572753906,44.31648254394531,44.32659912109375,44.34811019897461,44.36300277709961,44.32310104370117,44.26520919799805,44.3276252746582,44.30754089355469,44.27489471435547,44.30796813964844,44.32106399536133,44.360687255859375,44.35686492919922,boxes_av1_75,44.35686492919922
35.161376953125,35.2042121887207,35.20539855957031,35.1811637878418,35.157432556152344,35.18544006347656,35.164817810058594,35.18597412109375,35.16746139526367,35.18967056274414,35.18423080444336,35.19638442993164,35.15517044067383,35.18218231201172,35.19963073730469,35.16175079345703,35.12600326538086,35.152320861816406,35.128273010253906,35.168487548828125,35.166988372802734,35.13642501831055,35.173641204833984,35.13750457763672,35.13779067993164,35.160911560058594,35.1042366027832,35.10738754272461,35.13447189331055,35.126121520996094,35.08869552612305,35.170467376708984,35.182498931884766,35.14381408691406,35.13935852050781,35.14792251586914,35.1412239074707,35.145687103271484,35.16474914550781,35.16533279418945,35.147117614746094,35.164405822753906,35.16749572753906,35.17475891113281,35.16330337524414,35.17604064941406,35.143863677978516,35.16924285888672,35.15217208862305,35.144447326660156,35.18809509277344,35.14469909667969,35.13737487792969,35.15530014038086,35.1887092590332,35.15296173095703,35.17251205444336,35.143096923828125,35.191162109375,35.157352447509766,35.1627197265625,35.130577087402344,35.15269088745117,35.213623046875,35.15690231323242,35.15224838256836,35.1404914855957,35.15365982055664,35.13917541503906,35.15235900878906,35.139442443847656,35.15901565551758,35.168556213378906,35.16804504394531,35.185691833496094,35.123497009277344,35.152976989746094,35.163658142089844,35.15227127075195,35.156394958496094,35.12184524536133,boxes_bpg_25,35.12184524536133
36.83237838745117,36.82657241821289,36.85520935058594,36.84037780761719,36.84288787841797,36.83921813964844,36.830055236816406,36.829776763916016,36.82217025756836,36.79079055786133,36.83293914794922,36.81653594970703,36.8376579284668,36.81602096557617,36.83056640625,36.812599182128906,36.792362213134766,36.82949447631836,36.80390167236328,36.808738708496094,36.7871208190918,36.78948974609375,36.82609939575195,36.78520584106445,36.79408264160156,36.789634704589844,36.7924690246582,36.80963134765625,36.81298065185547,36.79840087890625,36.78340148925781,36.82453536987305,36.786991119384766,36.82915115356445,36.800750732421875,36.808250427246094,36.814083099365234,36.806243896484375,36.81193161010742,36.779457092285156,36.79106140136719,36.80902099609375,36.80754470825195,36.79068374633789,36.78765869140625,36.80833435058594,36.81269454956055,36.77922058105469,36.80415344238281,36.79492950439453,36.77104568481445,36.803043365478516,36.765960693359375,36.79095458984375,36.813575744628906,36.790252685546875,36.78656768798828,36.78496551513672,36.797203063964844,36.754573822021484,36.8045654296875,36.790008544921875,36.790157318115234,36.793216705322266,36.80267333984375,36.770320892333984,36.78533935546875,36.7974967956543,36.798519134521484,36.79500961303711,36.769309997558594,36.79603958129883,36.81599807739258,36.78203201293945,36.78652572631836,36.813751220703125,36.79022216796875,36.80253601074219,36.79884338378906,36.776611328125,36.77416229248047,boxes_bpg_375,36.77416229248047
38.47856521606445,38.453125,38.46094512939453,38.45585632324219,38.45159149169922,38.43874740600586,38.435123443603516,38.44287109375,38.471744537353516,38.45740509033203,38.44471740722656,38.46593475341797,38.45017623901367,38.45832824707031,38.4258918762207,38.44305419921875,38.41822814941406,38.42937088012695,38.43275451660156,38.46310043334961,38.45793533325195,38.45766067504883,38.4394416809082,38.42693328857422,38.43439483642578,38.41348648071289,38.42729187011719,38.44309997558594,38.44760513305664,38.43168640136719,38.430145263671875,38.4422492980957,38.43937683105469,38.45951843261719,38.421669006347656,38.417572021484375,38.415687561035156,38.44637680053711,38.435489654541016,38.40876770019531,38.441795349121094,38.41716384887695,38.40542221069336,38.40519332885742,38.42030334472656,38.435359954833984,38.432090759277344,38.40553283691406,38.4044189453125,38.44853210449219,38.39506530761719,38.384376525878906,38.433753967285156,38.380157470703125,38.429874420166016,38.41219711303711,38.41893005371094,38.40485763549805,38.42574691772461,38.388824462890625,38.40705871582031,38.38128662109375,38.376953125,38.41950988769531,38.43174362182617,38.407779693603516,38.41710662841797,38.398101806640625,38.40242004394531,38.408836364746094,38.420223236083984,38.40541076660156,38.41856002807617,38.404396057128906,38.38198471069336,38.3884162902832,38.389923095703125,38.413970947265625,38.411983489990234,38.409400939941406,38.39228057861328,boxes_bpg_5,38.39228057861328
39.00116729736328,39.01150131225586,39.01301574707031,39.01270294189453,38.995269775390625,38.99530029296875,38.99385070800781,38.99612045288086,38.989952087402344,38.985389709472656,38.9962043762207,39.02101516723633,38.98783874511719,38.9813232421875,38.98495101928711,38.998138427734375,38.966670989990234,38.97232437133789,38.97430419921875,38.98826599121094,38.992401123046875,38.99369430541992,38.98286819458008,38.98173522949219,38.99906921386719,38.96359634399414,38.97687911987305,38.99030685424805,38.98713684082031,38.97468566894531,38.975555419921875,38.989501953125,38.94446563720703,38.99146270751953,38.95438766479492,38.973487854003906,38.96139907836914,38.97908401489258,38.95859146118164,38.934967041015625,38.960567474365234,38.95663833618164,38.96028137207031,38.94230651855469,38.94515609741211,38.96958923339844,38.97759246826172,38.94084548950195,38.96293258666992,38.97101974487305,38.95853805541992,38.93825912475586,38.955387115478516,38.93509292602539,38.96006774902344,38.97642135620117,38.973350524902344,38.929664611816406,38.94511032104492,38.9470100402832,38.94069290161133,38.92913818359375,38.930084228515625,38.93990707397461,38.97846984863281,38.9458122253418,38.93566131591797,38.95174789428711,38.95002746582031,38.94983673095703,38.95637130737305,38.94172286987305,38.978477478027344,38.9295539855957,38.92139434814453,38.93446350097656,38.948055267333984,38.94890213012695,38.964439392089844,38.95083999633789,38.928749084472656,boxes_bpg_625,38.928749084472656
40.240234375,40.232513427734375,40.23281478881836,40.250938415527344,40.22867202758789,40.237060546875,40.2230224609375,40.2078971862793,40.24388885498047,40.247413635253906,40.241512298583984,40.23810577392578,40.24272155761719,40.220245361328125,40.228023529052734,40.23722839355469,40.205936431884766,40.21721649169922,40.218772888183594,40.22264099121094,40.22779846191406,40.22397994995117,40.213436126708984,40.203250885009766,40.2403450012207,40.22320556640625,40.23655319213867,40.225303649902344,40.23175048828125,40.2139892578125,40.19896697998047,40.21473693847656,40.18972396850586,40.210418701171875,40.22258377075195,40.209259033203125,40.230098724365234,40.21543502807617,40.19666290283203,40.197425842285156,40.20784378051758,40.1981315612793,40.1993408203125,40.19224166870117,40.199485778808594,40.21113586425781,40.21863555908203,40.199188232421875,40.19309616088867,40.189796447753906,40.18412780761719,40.19285583496094,40.198360443115234,40.167930603027344,40.2082633972168,40.20819854736328,40.205230712890625,40.202293395996094,40.168453216552734,40.17757034301758,40.2116584777832,40.156517028808594,40.18396759033203,40.19190216064453,40.20072937011719,40.19218063354492,40.18621826171875,40.18100357055664,40.18175506591797,40.194114685058594,40.195167541503906,40.17521286010742,40.19789123535156,40.15769958496094,40.19203186035156,40.15833282470703,40.17280197143555,40.17810821533203,40.17955017089844,40.18339538574219,40.170841217041016,boxes_bpg_75,40.170841217041016
