0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,name,lpips-vgg
0.2581566274166107,0.26043033599853516,0.2702092230319977,0.27471932768821716,0.27719733119010925,0.27912047505378723,0.2795192003250122,0.2861870527267456,0.28750643134117126,0.26263314485549927,0.2643153965473175,0.27023807168006897,0.27687618136405945,0.28009310364723206,0.283610463142395,0.28592050075531006,0.28834593296051025,0.29119718074798584,0.28216099739074707,0.2824106216430664,0.28468093276023865,0.28525233268737793,0.286340594291687,0.29184338450431824,0.2918423116207123,0.2906150221824646,0.2964472770690918,0.2924763262271881,0.2911107838153839,0.2912585139274597,0.2908608317375183,0.29389315843582153,0.2914653718471527,0.29432088136672974,0.2999233603477478,0.3026657700538635,0.29901453852653503,0.2966369390487671,0.29962414503097534,0.3004128336906433,0.3013460636138916,0.3016458749771118,0.3017497658729553,0.30705106258392334,0.3086163401603699,0.3104674220085144,0.30945250391960144,0.3100849390029907,0.30844205617904663,0.30784714221954346,0.3116520047187805,0.3125293552875519,0.31626302003860474,0.319251149892807,0.3150785267353058,0.3129507005214691,0.3142717480659485,0.31209906935691833,0.31571078300476074,0.3198736906051636,0.3203829526901245,0.32264089584350586,0.3230125904083252,0.3188541829586029,0.31667113304138184,0.3188079595565796,0.3162658214569092,0.31794896721839905,0.31982558965682983,0.3220643401145935,0.32325637340545654,0.3252432942390442,0.31845611333847046,0.31781694293022156,0.3177477717399597,0.31736165285110474,0.31914931535720825,0.3229290246963501,0.3251715302467346,0.3276168406009674,0.3284653127193451,boxes_av1_01,0.3284653127193451
0.10127986967563629,0.12983766198158264,0.13263355195522308,0.1406729519367218,0.1457843780517578,0.14918671548366547,0.14800894260406494,0.15140382945537567,0.1568511426448822,0.12488672882318497,0.13183659315109253,0.14372149109840393,0.1469322293996811,0.15210799872875214,0.15291228890419006,0.15520910918712616,0.15683868527412415,0.1586528867483139,0.15531021356582642,0.15577638149261475,0.15413616597652435,0.15921278297901154,0.16249167919158936,0.1658863127231598,0.1630060374736786,0.16321879625320435,0.17306533455848694,0.16459015011787415,0.16313965618610382,0.16695493459701538,0.16761218011379242,0.1733136624097824,0.16889376938343048,0.17204183340072632,0.1771087497472763,0.17783761024475098,0.17638424038887024,0.17593704164028168,0.17367792129516602,0.17527519166469574,0.17617321014404297,0.1757710576057434,0.17537420988082886,0.1830131709575653,0.18277126550674438,0.18176917731761932,0.1806366741657257,0.1792098879814148,0.17892450094223022,0.17968830466270447,0.18221761286258698,0.1819351613521576,0.1885024458169937,0.189597487449646,0.18976497650146484,0.18835628032684326,0.18641015887260437,0.18589162826538086,0.18679559230804443,0.18968604505062103,0.1899818331003189,0.19314992427825928,0.1976529061794281,0.19449383020401,0.1929682195186615,0.19622892141342163,0.19432500004768372,0.1953887939453125,0.19606834650039673,0.19928984344005585,0.19882972538471222,0.20116977393627167,0.19625182449817657,0.1957748979330063,0.198207288980484,0.19603072106838226,0.19758477807044983,0.19864824414253235,0.20106953382492065,0.201091468334198,0.20042385160923004,boxes_av1_05,0.20042385160923004
0.027568092569708824,0.09710817039012909,0.09133527427911758,0.09255582839250565,0.09608939290046692,0.09742129594087601,0.09618650376796722,0.09792044013738632,0.10028946399688721,0.0898556187748909,0.09227611124515533,0.0936008095741272,0.09687415510416031,0.09803878515958786,0.10082843154668808,0.10130448639392853,0.10175743699073792,0.10154255479574203,0.10168275237083435,0.10316167026758194,0.10350728034973145,0.10508199781179428,0.10673676431179047,0.10819454491138458,0.10631699860095978,0.10530857741832733,0.10962093621492386,0.10784246027469635,0.10944683104753494,0.11051470041275024,0.11129258573055267,0.11129435896873474,0.10897336900234222,0.11113930493593216,0.11303319782018661,0.1156231164932251,0.1141996756196022,0.11451845616102219,0.11568520963191986,0.11551696062088013,0.11638913303613663,0.11386483907699585,0.11411167681217194,0.11615881323814392,0.11762049794197083,0.11831910908222198,0.11930305510759354,0.12022332847118378,0.11955643445253372,0.1197824627161026,0.12053756415843964,0.12063275277614594,0.12144102156162262,0.12249856442213058,0.1225443035364151,0.12296164780855179,0.124259352684021,0.12103315442800522,0.12256473302841187,0.12406445294618607,0.12316994369029999,0.12374215573072433,0.12648433446884155,0.12534531950950623,0.12519869208335876,0.1289084255695343,0.12703697383403778,0.12836533784866333,0.12910346686840057,0.12872934341430664,0.12855273485183716,0.12820720672607422,0.12630173563957214,0.1259559988975525,0.12759581208229065,0.12808384001255035,0.1299850195646286,0.12942704558372498,0.1305387318134308,0.13088907301425934,0.13168588280677795,boxes_av1_15,0.13168588280677795
0.018717173486948013,0.0867997333407402,0.08140420913696289,0.08194521814584732,0.08524341136217117,0.08537514507770538,0.08574890345335007,0.08735399693250656,0.088539719581604,0.0810561552643776,0.08183625340461731,0.08425821363925934,0.08570117503404617,0.0867583230137825,0.088314488530159,0.088595449924469,0.09035010635852814,0.09032680094242096,0.08725154399871826,0.0888449028134346,0.08920089155435562,0.09142714738845825,0.09247405081987381,0.09252166748046875,0.09289013594388962,0.0917430892586708,0.09385938942432404,0.09255986660718918,0.09230916202068329,0.0945618599653244,0.09443224221467972,0.09601395577192307,0.09433626383543015,0.09603630751371384,0.09767962992191315,0.09679888188838959,0.09720750898122787,0.09741315245628357,0.09780953824520111,0.09822753816843033,0.09900008141994476,0.09783925116062164,0.09607771039009094,0.09599679708480835,0.0964832752943039,0.09904585778713226,0.10025008022785187,0.10133402794599533,0.10039327293634415,0.09984312951564789,0.09921690821647644,0.09955959767103195,0.09947939962148666,0.09949976950883865,0.10051584988832474,0.10207398235797882,0.10235011577606201,0.10135260224342346,0.10318392515182495,0.10259319841861725,0.10234493762254715,0.10267547518014908,0.10371937602758408,0.10407409816980362,0.10374663770198822,0.10619788616895676,0.10486547648906708,0.10468024760484695,0.10503951460123062,0.10555998980998993,0.10518616437911987,0.10398474335670471,0.10270360112190247,0.1034025102853775,0.10425616800785065,0.10636836290359497,0.10604705661535263,0.10526479780673981,0.10673984885215759,0.1046096533536911,0.10738076269626617,boxes_av1_25,0.10738076269626617
0.00935801025480032,0.04842696338891983,0.04338341951370239,0.043997518718242645,0.04418898746371269,0.04450070112943649,0.04407034441828728,0.043988388031721115,0.042949870228767395,0.04323308914899826,0.045506689697504044,0.044393859803676605,0.04473496973514557,0.04395235329866409,0.04391894116997719,0.0437815897166729,0.0458344966173172,0.043922848999500275,0.04554249718785286,0.046967048197984695,0.04715782776474953,0.046088650822639465,0.04667792469263077,0.04666820541024208,0.045413244515657425,0.04611681029200554,0.04530981928110123,0.047682784497737885,0.04800460487604141,0.047195225954055786,0.04726812615990639,0.047483891248703,0.04685171693563461,0.04607611149549484,0.0470161959528923,0.0469362847507,0.04968971014022827,0.04892926663160324,0.04878762364387512,0.047853291034698486,0.0480755977332592,0.04795284941792488,0.047247350215911865,0.046421997249126434,0.046551041305065155,0.04929187148809433,0.04890024662017822,0.049083173274993896,0.048984821885824203,0.04865370690822601,0.04904108867049217,0.04830542206764221,0.047262389212846756,0.047656621783971786,0.051536235958337784,0.050532832741737366,0.050215575844049454,0.050184670835733414,0.048511892557144165,0.04858781397342682,0.04800310358405113,0.047429971396923065,0.04761061072349548,0.04945406690239906,0.04870755597949028,0.04874752461910248,0.050374239683151245,0.048633068799972534,0.04931281507015228,0.048249270766973495,0.04903992637991905,0.04825042188167572,0.05002555251121521,0.05016970634460449,0.0486411415040493,0.05036082863807678,0.04986708611249924,0.04993215203285217,0.04929220676422119,0.04829131066799164,0.04808783158659935,boxes_av1_75,0.04808783158659935
0.28882986307144165,0.2886144518852234,0.28750887513160706,0.2883489429950714,0.2929036617279053,0.29383721947669983,0.2939162254333496,0.29236534237861633,0.29412996768951416,0.2891415059566498,0.2906636893749237,0.29029911756515503,0.293071985244751,0.2875496745109558,0.29023557901382446,0.2937425374984741,0.2936854660511017,0.2906144857406616,0.29254788160324097,0.2926602065563202,0.2901674509048462,0.2943826913833618,0.2925233244895935,0.29228466749191284,0.2931634783744812,0.2931554317474365,0.2970488369464874,0.29429158568382263,0.292354553937912,0.29574766755104065,0.29583850502967834,0.2957327365875244,0.2854984700679779,0.2928426265716553,0.2942391633987427,0.295840322971344,0.2916448712348938,0.28970199823379517,0.2916920781135559,0.2932523488998413,0.29099810123443604,0.29151594638824463,0.28747376799583435,0.2924109995365143,0.29181838035583496,0.2908298671245575,0.2897767424583435,0.29467999935150146,0.2903047800064087,0.29341578483581543,0.2925555109977722,0.2928647994995117,0.29164963960647583,0.2978651523590088,0.2911851704120636,0.2911403179168701,0.29017001390457153,0.28933197259902954,0.2889784574508667,0.28809988498687744,0.2886088490486145,0.28993695974349976,0.2924385964870453,0.2911885976791382,0.29146116971969604,0.28960737586021423,0.2936692237854004,0.2917068600654602,0.29221081733703613,0.2918073534965515,0.2924061119556427,0.2885507643222809,0.2926458716392517,0.28828972578048706,0.289106547832489,0.2892453074455261,0.2901718020439148,0.29189780354499817,0.2859448194503784,0.2895084619522095,0.29296058416366577,boxes_bpg_25,0.29296058416366577
0.2482103556394577,0.24259811639785767,0.24374689161777496,0.24435418844223022,0.243628591299057,0.2435150444507599,0.24226732552051544,0.24515588581562042,0.24674007296562195,0.24548804759979248,0.24593910574913025,0.24644935131072998,0.24512836337089539,0.24219074845314026,0.2424270212650299,0.244873508810997,0.24466297030448914,0.24446414411067963,0.24428214132785797,0.2447054535150528,0.24077115952968597,0.24458695948123932,0.24209585785865784,0.2458503544330597,0.24440166354179382,0.24673470854759216,0.24717238545417786,0.24835194647312164,0.24348624050617218,0.24842706322669983,0.24516786634922028,0.24329498410224915,0.240303635597229,0.2424624115228653,0.24420639872550964,0.24553391337394714,0.24497732520103455,0.24288541078567505,0.24460241198539734,0.24218958616256714,0.2470053881406784,0.24441148340702057,0.2402925044298172,0.2478879690170288,0.24332194030284882,0.24682573974132538,0.2428019791841507,0.24778710305690765,0.24536138772964478,0.2390240728855133,0.24421551823616028,0.23929254710674286,0.24542777240276337,0.24593430757522583,0.24348774552345276,0.24293062090873718,0.2457410991191864,0.24195262789726257,0.24101059138774872,0.24379976093769073,0.23764072358608246,0.24192404747009277,0.2421625405550003,0.24492143094539642,0.24538931250572205,0.24694305658340454,0.2411802113056183,0.2432640790939331,0.24463552236557007,0.24112370610237122,0.24506771564483643,0.24373793601989746,0.24256671965122223,0.2439601719379425,0.2450924813747406,0.23991909623146057,0.23923885822296143,0.23875415325164795,0.23879298567771912,0.2452830970287323,0.24275405704975128,boxes_bpg_375,0.24275405704975128
0.19855394959449768,0.1981254518032074,0.19409102201461792,0.1960788071155548,0.19675442576408386,0.1977963149547577,0.19573578238487244,0.1975826770067215,0.19865411520004272,0.19782684743404388,0.1954154372215271,0.19741950929164886,0.19781340658664703,0.19555552303791046,0.19499054551124573,0.19645708799362183,0.1945105344057083,0.19697041809558868,0.19785049557685852,0.19523747265338898,0.1906658411026001,0.19168919324874878,0.19257965683937073,0.19591239094734192,0.19298037886619568,0.1980598270893097,0.1933222860097885,0.1924041211605072,0.19354353845119476,0.19511821866035461,0.1921880841255188,0.19559180736541748,0.18766462802886963,0.1932610273361206,0.1968073546886444,0.19359664618968964,0.1972000151872635,0.19745087623596191,0.19518038630485535,0.19204136729240417,0.19149726629257202,0.1908695548772812,0.1926887035369873,0.19306159019470215,0.19090184569358826,0.19498293101787567,0.19172143936157227,0.19731909036636353,0.1929623782634735,0.1910354495048523,0.19288241863250732,0.19336487352848053,0.19406482577323914,0.19466851651668549,0.19595098495483398,0.19473537802696228,0.19663158059120178,0.19343069195747375,0.19003090262413025,0.1950390487909317,0.19148728251457214,0.19239312410354614,0.1948525309562683,0.1987476348876953,0.19458262622356415,0.1984066367149353,0.19483184814453125,0.19716157019138336,0.19330060482025146,0.19120079278945923,0.1921938806772232,0.19511382281780243,0.19213704764842987,0.1946054995059967,0.1971299648284912,0.19548793137073517,0.19302372634410858,0.19469347596168518,0.19541999697685242,0.19350744783878326,0.19700205326080322,boxes_bpg_5,0.19700205326080322
0.17965391278266907,0.180522620677948,0.17745399475097656,0.17676925659179688,0.18207122385501862,0.17491166293621063,0.17987102270126343,0.17795531451702118,0.18008311092853546,0.17841441929340363,0.17852351069450378,0.17897477746009827,0.18134602904319763,0.17450493574142456,0.1761792153120041,0.17887096107006073,0.1797724962234497,0.17578887939453125,0.18059587478637695,0.17458826303482056,0.17347851395606995,0.1750478446483612,0.17595233023166656,0.18021073937416077,0.17481404542922974,0.17988252639770508,0.17796513438224792,0.17913001775741577,0.1772739738225937,0.17742055654525757,0.17470557987689972,0.17344123125076294,0.17565029859542847,0.17585670948028564,0.1779157817363739,0.17864185571670532,0.1817111074924469,0.17546197772026062,0.1796596795320511,0.17547966539859772,0.17700538039207458,0.17640450596809387,0.1734236478805542,0.17959502339363098,0.1762743592262268,0.1771433800458908,0.17774568498134613,0.17624437808990479,0.17777539789676666,0.17327699065208435,0.17470648884773254,0.17521241307258606,0.17566847801208496,0.17671358585357666,0.1775062382221222,0.17819646000862122,0.18056482076644897,0.17937925457954407,0.17618227005004883,0.17592144012451172,0.17609885334968567,0.17885617911815643,0.177232027053833,0.18042035400867462,0.17640486359596252,0.18144337832927704,0.17942799627780914,0.17725229263305664,0.17640917003154755,0.17611780762672424,0.17566174268722534,0.17730621993541718,0.17297407984733582,0.1795450747013092,0.17819535732269287,0.1786823272705078,0.17778760194778442,0.17663449048995972,0.17700791358947754,0.1749451607465744,0.17678877711296082,boxes_bpg_625,0.17678877711296082
0.14117352664470673,0.14145389199256897,0.1403360366821289,0.13991501927375793,0.14325366914272308,0.13989976048469543,0.14008933305740356,0.14093083143234253,0.13916847109794617,0.14184537529945374,0.13837270438671112,0.14101393520832062,0.14162366092205048,0.1381039023399353,0.1390201449394226,0.1411091536283493,0.14065760374069214,0.14022187888622284,0.14136579632759094,0.13581162691116333,0.140197291970253,0.13768498599529266,0.141072079539299,0.13948054611682892,0.13704665005207062,0.13884089887142181,0.1389525830745697,0.1381627321243286,0.13729041814804077,0.13633732497692108,0.137530118227005,0.13616089522838593,0.13784927129745483,0.1386842429637909,0.1411919742822647,0.13960102200508118,0.1427924633026123,0.14102746546268463,0.1407632827758789,0.14015744626522064,0.13697361946105957,0.13929441571235657,0.14137770235538483,0.13754355907440186,0.13753443956375122,0.13938488066196442,0.14135608077049255,0.13956542313098907,0.13950148224830627,0.1376122385263443,0.141501322388649,0.13948610424995422,0.13995042443275452,0.13966700434684753,0.13992315530776978,0.14055883884429932,0.14116495847702026,0.13898223638534546,0.13841205835342407,0.1383303999900818,0.13503913581371307,0.1391581892967224,0.13785214722156525,0.1394396722316742,0.1374387890100479,0.14103983342647552,0.13945543766021729,0.1379689872264862,0.13777288794517517,0.1394309550523758,0.13803628087043762,0.14325925707817078,0.13822399079799652,0.13736552000045776,0.1417626142501831,0.14031171798706055,0.1394670456647873,0.1403028666973114,0.1378525048494339,0.13876289129257202,0.137400820851326,boxes_bpg_75,0.137400820851326
