0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,name,psnr
35.223602294921875,33.74729537963867,33.12403106689453,32.513187408447266,32.49259948730469,32.327850341796875,32.16742706298828,31.994028091430664,31.98617935180664,34.1639404296875,33.42157745361328,32.966773986816406,32.551700592041016,32.282691955566406,32.163272857666016,31.97618293762207,31.783559799194336,31.79494857788086,32.44520568847656,32.423362731933594,32.39390182495117,32.17348861694336,32.01940155029297,31.94982147216797,31.76640510559082,31.687700271606445,31.500717163085938,31.9520206451416,31.961030960083008,31.940507888793945,31.834857940673828,31.77579116821289,31.82642936706543,31.600074768066406,31.39013671875,31.316259384155273,31.61220359802246,31.716081619262695,31.549341201782227,31.64024543762207,31.627685546875,31.547670364379883,31.329191207885742,31.228622436523438,31.14250373840332,31.4000244140625,31.492477416992188,31.457319259643555,31.4987735748291,31.417789459228516,31.41498565673828,31.197538375854492,31.097885131835938,31.00909996032715,31.139015197753906,31.274600982666016,31.31648826599121,31.337890625,31.262596130371094,31.125686645507812,31.072561264038086,30.973604202270508,30.93099594116211,31.102378845214844,31.199481964111328,31.248035430908203,31.206398010253906,31.169374465942383,31.067909240722656,31.0103759765625,30.936260223388672,30.880584716796875,30.982608795166016,31.138456344604492,31.12940788269043,31.093013763427734,31.04464340209961,31.073993682861328,30.930221557617188,30.786537170410156,30.87212562561035,boxes_av1_01,30.87212562561035
39.75593566894531,37.581695556640625,37.2313232421875,36.957847595214844,36.773258209228516,36.610450744628906,36.599266052246094,36.52180099487305,36.454471588134766,37.70964431762695,37.228759765625,36.96350860595703,36.78672409057617,36.69483947753906,36.549400329589844,36.431396484375,36.32068634033203,36.2892951965332,36.62190246582031,36.537193298339844,36.518611907958984,36.44548797607422,36.35829162597656,36.31242370605469,36.247310638427734,36.160911560058594,36.0808219909668,36.258445739746094,36.2216796875,36.23520278930664,36.158512115478516,36.159854888916016,36.098304748535156,36.019351959228516,35.96072769165039,35.852134704589844,35.99148941040039,36.013980865478516,36.0507926940918,35.9753303527832,35.987342834472656,35.93273162841797,35.849769592285156,35.8090705871582,35.7482795715332,35.915531158447266,35.87486267089844,35.911556243896484,35.91871643066406,35.87386703491211,35.84418487548828,35.746036529541016,35.703731536865234,35.69919967651367,35.75718307495117,35.752925872802734,35.78732681274414,35.791622161865234,35.76312255859375,35.73043441772461,35.65142059326172,35.576141357421875,35.551597595214844,35.658355712890625,35.68893814086914,35.69350814819336,35.70182418823242,35.680076599121094,35.60872268676758,35.587188720703125,35.51689147949219,35.48059844970703,35.604915618896484,35.62726974487305,35.64213180541992,35.59535598754883,35.5849494934082,35.54623031616211,35.47550582885742,35.420345306396484,35.40064239501953,boxes_av1_05,35.40064239501953
43.73982238769531,39.583309173583984,39.54494857788086,39.41680145263672,39.29319381713867,39.21157455444336,39.13640594482422,39.12661361694336,39.0373649597168,39.68537902832031,39.43190002441406,39.377017974853516,39.21491622924805,39.163490295410156,39.06413650512695,39.02272033691406,38.900447845458984,38.941226959228516,39.15375518798828,38.997406005859375,39.025753021240234,38.9947509765625,38.924766540527344,38.892303466796875,38.877784729003906,38.80299758911133,38.808616638183594,38.96675491333008,38.83843994140625,38.823856353759766,38.82963180541992,38.83045196533203,38.80251693725586,38.75619125366211,38.69655990600586,38.67963790893555,38.80780792236328,38.68603515625,38.68327713012695,38.70344924926758,38.694793701171875,38.695457458496094,38.65806198120117,38.59345626831055,38.56097412109375,38.731876373291016,38.615440368652344,38.62726593017578,38.64730453491211,38.63747024536133,38.60096740722656,38.54668426513672,38.47022247314453,38.492408752441406,38.628326416015625,38.53215408325195,38.527854919433594,38.53542709350586,38.5156135559082,38.47104263305664,38.454612731933594,38.371376037597656,38.435157775878906,38.56441879272461,38.521854400634766,38.494354248046875,38.45443344116211,38.47869110107422,38.43263626098633,38.42190933227539,38.3700065612793,38.37886428833008,38.49800491333008,38.413002014160156,38.44676208496094,38.45204544067383,38.40522384643555,38.37268829345703,38.33145523071289,38.32006072998047,38.28334045410156,boxes_av1_15,38.28334045410156
45.03516387939453,40.290313720703125,40.254459381103516,40.181243896484375,40.074363708496094,40.005615234375,39.981807708740234,39.93964767456055,39.922698974609375,40.39588165283203,40.19776916503906,40.10548400878906,40.04257583618164,39.94647216796875,39.91685485839844,39.87880325317383,39.74784469604492,39.79289245605469,39.97829055786133,39.842124938964844,39.83230972290039,39.80134963989258,39.78756332397461,39.7480583190918,39.734474182128906,39.720703125,39.70647430419922,39.83039093017578,39.66751480102539,39.71403503417969,39.68352508544922,39.68830871582031,39.651832580566406,39.6323127746582,39.57087707519531,39.59099578857422,39.71394729614258,39.561668395996094,39.6086540222168,39.58182144165039,39.59965515136719,39.56570816040039,39.553688049316406,39.527488708496094,39.4802360534668,39.631534576416016,39.52366256713867,39.54962158203125,39.53537368774414,39.54550552368164,39.50824737548828,39.46216583251953,39.461036682128906,39.47711181640625,39.57429885864258,39.452735900878906,39.49385070800781,39.484989166259766,39.46446228027344,39.43344497680664,39.40953826904297,39.380794525146484,39.338565826416016,39.530757904052734,39.4377555847168,39.43807601928711,39.44814682006836,39.416236877441406,39.43304443359375,39.381282806396484,39.354042053222656,39.35923767089844,39.466331481933594,39.398250579833984,39.39432907104492,39.3874397277832,39.33730697631836,39.36387252807617,39.30647659301758,39.327674865722656,39.30537414550781,boxes_av1_25,39.30537414550781
47.51988983154297,42.65165328979492,42.662879943847656,42.667747497558594,42.55855178833008,42.547874450683594,42.53791809082031,42.55768585205078,42.55851364135742,42.79094314575195,42.641883850097656,42.61703109741211,42.609458923339844,42.55059051513672,42.525333404541016,42.52484130859375,42.39895248413086,42.4849739074707,42.48188400268555,42.43207550048828,42.452091217041016,42.45814514160156,42.44377517700195,42.416351318359375,42.425331115722656,42.42992401123047,42.41088104248047,42.382469177246094,42.3406982421875,42.379638671875,42.39010238647461,42.368587493896484,42.377323150634766,42.35565185546875,42.36335754394531,42.34696960449219,42.32870101928711,42.279544830322266,42.322288513183594,42.32036209106445,42.303184509277344,42.32559585571289,42.330440521240234,42.31364822387695,42.31687545776367,42.293861389160156,42.27106475830078,42.29882049560547,42.30464172363281,42.303775787353516,42.276119232177734,42.297454833984375,42.28901290893555,42.304019927978516,42.26478576660156,42.22822570800781,42.2584114074707,42.27953338623047,42.29454803466797,42.26935958862305,42.27305603027344,42.264060974121094,42.25926208496094,42.22060775756836,42.225128173828125,42.24114227294922,42.244483947753906,42.26469039916992,42.244991302490234,42.232913970947266,42.23268127441406,42.23430252075195,42.199195861816406,42.19621658325195,42.22926330566406,42.2149658203125,42.19440460205078,42.204532623291016,42.20667266845703,42.223060607910156,42.21366500854492,boxes_av1_75,42.21366500854492
33.43912124633789,33.463890075683594,33.47276306152344,33.453269958496094,33.466094970703125,33.48291015625,33.46092224121094,33.482059478759766,33.43129348754883,33.494083404541016,33.424346923828125,33.47053909301758,33.488582611083984,33.51814651489258,33.47806930541992,33.43429183959961,33.415157318115234,33.46990966796875,33.39276885986328,33.45779800415039,33.47875213623047,33.43083953857422,33.4608039855957,33.43635177612305,33.496952056884766,33.47072982788086,33.419898986816406,33.395751953125,33.389434814453125,33.41853332519531,33.42116928100586,33.46416091918945,33.513641357421875,33.43842697143555,33.45130157470703,33.45464324951172,33.45309829711914,33.43783950805664,33.48823928833008,33.48398971557617,33.47650146484375,33.457088470458984,33.48858642578125,33.462982177734375,33.44255065917969,33.481361389160156,33.44741439819336,33.421932220458984,33.47719955444336,33.455101013183594,33.49664306640625,33.448692321777344,33.47924041748047,33.453346252441406,33.463478088378906,33.433753967285156,33.41926193237305,33.486572265625,33.47813034057617,33.450035095214844,33.46940612792969,33.444515228271484,33.50601577758789,33.44548034667969,33.46638488769531,33.48678970336914,33.44414138793945,33.44847869873047,33.42140579223633,33.40834045410156,33.474483489990234,33.495052337646484,33.46385192871094,33.50761032104492,33.519893646240234,33.47890853881836,33.44704055786133,33.479522705078125,33.47626495361328,33.44565963745117,33.48109436035156,boxes_bpg_25,33.48109436035156
34.806602478027344,34.781822204589844,34.8178825378418,34.8087043762207,34.81850051879883,34.81415939331055,34.80910873413086,34.810997009277344,34.816558837890625,34.79119110107422,34.79683303833008,34.7851676940918,34.80780029296875,34.76605987548828,34.80936813354492,34.76613235473633,34.78959655761719,34.783023834228516,34.777008056640625,34.80448532104492,34.77423095703125,34.787513732910156,34.81052017211914,34.7655029296875,34.7945442199707,34.779422760009766,34.80514907836914,34.75830841064453,34.80999755859375,34.77050018310547,34.794036865234375,34.7921142578125,34.763492584228516,34.80345916748047,34.807350158691406,34.78022003173828,34.80817413330078,34.81666946411133,34.84468460083008,34.80307388305664,34.80068588256836,34.8050651550293,34.81588363647461,34.789894104003906,34.80677795410156,34.79059600830078,34.815391540527344,34.79331588745117,34.79341125488281,34.8109130859375,34.795082092285156,34.78517532348633,34.77772903442383,34.806236267089844,34.811378479003906,34.784645080566406,34.80559158325195,34.77327346801758,34.82245635986328,34.79290771484375,34.790828704833984,34.80343246459961,34.804046630859375,34.8149299621582,34.818607330322266,34.77878189086914,34.80307388305664,34.768531799316406,34.7947998046875,34.766944885253906,34.794830322265625,34.803611755371094,34.84209442138672,34.79753494262695,34.7803840637207,34.814945220947266,34.83003616333008,34.81098556518555,34.80288314819336,34.78215026855469,34.82836151123047,boxes_bpg_375,34.82836151123047
35.993980407714844,35.978973388671875,35.985023498535156,35.982330322265625,35.97113037109375,35.93603515625,35.954315185546875,35.982421875,35.997806549072266,35.962074279785156,35.990291595458984,35.982112884521484,35.97471237182617,35.98099136352539,35.9532585144043,35.9727783203125,35.9658088684082,35.979618072509766,35.98564529418945,36.01247787475586,35.983280181884766,35.98102951049805,36.01096725463867,35.95056915283203,35.98130798339844,35.95964050292969,35.98945236206055,35.99118423461914,35.976097106933594,35.96479415893555,35.97249221801758,35.971824645996094,35.98004913330078,35.97319793701172,35.96320343017578,35.978424072265625,35.949161529541016,35.98025131225586,35.99070739746094,35.95592498779297,35.96883010864258,35.967220306396484,35.9637336730957,35.982566833496094,35.981876373291016,35.98905944824219,36.002174377441406,35.95577621459961,35.969573974609375,35.9685173034668,35.98218536376953,35.94176483154297,35.980751037597656,35.962318420410156,35.989219665527344,35.9578742980957,35.94426727294922,35.97761535644531,35.97269058227539,35.96706771850586,35.94203567504883,35.970237731933594,35.96088409423828,35.962379455566406,35.97085189819336,35.94084167480469,35.9785041809082,35.95156478881836,35.96705627441406,35.9673957824707,35.97237014770508,35.95353698730469,35.97490310668945,35.98753356933594,35.973976135253906,35.93822479248047,35.96112060546875,35.973716735839844,35.95085906982422,35.97323989868164,35.973548889160156,boxes_bpg_5,35.973548889160156
36.40519332885742,36.39389419555664,36.396018981933594,36.42051315307617,36.37145233154297,36.42975616455078,36.39179229736328,36.41688537597656,36.39728927612305,36.406654357910156,36.43904495239258,36.414154052734375,36.40557861328125,36.400779724121094,36.402381896972656,36.408103942871094,36.39548110961914,36.3830680847168,36.394996643066406,36.41456985473633,36.41980743408203,36.41960906982422,36.391395568847656,36.382999420166016,36.40571212768555,36.401615142822266,36.41596984863281,36.393123626708984,36.41231918334961,36.381465911865234,36.40907669067383,36.409366607666016,36.37736511230469,36.3973388671875,36.3773193359375,36.41401672363281,36.375850677490234,36.41636276245117,36.37166213989258,36.37623596191406,36.38646697998047,36.361881256103516,36.393680572509766,36.4012336730957,36.391380310058594,36.386451721191406,36.382179260253906,36.370513916015625,36.393333435058594,36.388092041015625,36.39555740356445,36.38154602050781,36.383995056152344,36.40077209472656,36.4058952331543,36.40129852294922,36.37981033325195,36.39125061035156,36.388736724853516,36.399940490722656,36.3929328918457,36.39888000488281,36.39045333862305,36.40605163574219,36.392147064208984,36.3723258972168,36.387428283691406,36.38615417480469,36.36814498901367,36.390174865722656,36.40461349487305,36.402366638183594,36.408164978027344,36.39547348022461,36.37825393676758,36.380191802978516,36.3930549621582,36.38459014892578,36.400245666503906,36.40468978881836,36.398990631103516,boxes_bpg_625,36.398990631103516
37.29460906982422,37.30177307128906,37.30615997314453,37.294586181640625,37.292625427246094,37.291568756103516,37.29169845581055,37.30836486816406,37.31962585449219,37.32009506225586,37.318851470947266,37.29389953613281,37.29849624633789,37.298316955566406,37.29241943359375,37.280555725097656,37.29301834106445,37.314544677734375,37.32143783569336,37.304588317871094,37.296077728271484,37.289588928222656,37.30134201049805,37.291446685791016,37.30431365966797,37.294612884521484,37.31428909301758,37.318817138671875,37.302242279052734,37.3002815246582,37.30177688598633,37.31500244140625,37.28183364868164,37.27478790283203,37.316444396972656,37.312782287597656,37.3221435546875,37.28779220581055,37.29849624633789,37.27709197998047,37.30034255981445,37.29182434082031,37.27706527709961,37.294960021972656,37.29997253417969,37.29879379272461,37.28622055053711,37.282814025878906,37.2855110168457,37.288848876953125,37.284690856933594,37.28318786621094,37.2891731262207,37.29642105102539,37.31661605834961,37.29652786254883,37.28611755371094,37.29341125488281,37.289005279541016,37.273399353027344,37.29502487182617,37.286582946777344,37.33418273925781,37.29360580444336,37.310813903808594,37.281768798828125,37.26964569091797,37.27012252807617,37.29356384277344,37.293636322021484,37.307716369628906,37.30356979370117,37.30137634277344,37.27997589111328,37.299774169921875,37.25923538208008,37.26586151123047,37.28610610961914,37.278560638427734,37.30485534667969,37.31024932861328,boxes_bpg_75,37.31024932861328
