name,ms_ssim
I01_01_01.png,1.0
I01_01_02.png,0.9991453205759125
I01_01_03.png,0.9907829066402563
I01_01_04.png,0.961009236398118
I01_01_05.png,0.8562766752862171
I01_02_01.png,0.9970411105159628
I01_02_02.png,0.9867684326513392
I01_02_03.png,0.9447948772996114
I01_02_04.png,0.8959789695174861
I01_02_05.png,0.8492821296518249
I01_03_01.png,1.0
I01_03_02.png,0.9976621713364661
I01_03_03.png,0.9884994671789316
I01_03_04.png,0.9752855506674609
I01_03_05.png,0.9269050036270794
I01_04_01.png,0.9992188387952384
I01_04_02.png,0.9412394736390106
I01_04_03.png,0.8546400202213372
I01_04_04.png,0.7915819816296679
I01_04_05.png,0.6675464739437666
I01_05_01.png,0.9945461934576935
I01_05_02.png,0.9802324766505927
I01_05_03.png,0.9687522202516516
I01_05_04.png,0.9659246717814818
I01_05_05.png,0.9665488310939127
I01_06_01.png,0.982438783794017
I01_06_02.png,0.9768131416687282
I01_06_03.png,0.9700697125643257
I01_06_04.png,0.9439773231509041
I01_06_05.png,0.9082440094366394
I01_07_01.png,0.9635531930992227
I01_07_02.png,0.9368081585107513
I01_07_03.png,0.921543484061103
I01_07_04.png,0.9036552334577955
I01_07_05.png,0.8193373746007243
I01_08_01.png,1.0
I01_08_02.png,0.9703223614311554
I01_08_03.png,0.9440800445800807
I01_08_04.png,0.8463933329787242
I01_08_05.png,0.665630528444542
I01_09_01.png,0.9973844123164003
I01_09_02.png,0.9913673349188931
I01_09_03.png,0.9857197470394969
I01_09_04.png,0.9556201681628446
I01_09_05.png,0.8815593710647835
I01_10_01.png,0.990181707640951
I01_10_02.png,0.9879438659713684
I01_10_03.png,0.9803732950615239
I01_10_04.png,0.9090013716934425
I01_10_05.png,0.8385176393831649
I01_11_01.png,0.9728797930226218
I01_11_02.png,0.9512883829824583
I01_11_03.png,0.9322971890063219
I01_11_04.png,0.9020858270922717
I01_11_05.png,0.8449832704079382
I01_12_01.png,0.9909382166492151
I01_12_02.png,0.9613458284971865
I01_12_03.png,0.9330924943499093
I01_12_04.png,0.8875997312328127
I01_12_05.png,0.8551437592287418
I01_13_01.png,0.9945189585701478
I01_13_02.png,0.9714713095429948
I01_13_03.png,0.9450298241124376
I01_13_04.png,0.9017899775133825
I01_13_05.png,0.8614243702318443
I01_14_01.png,0.9931128171496064
I01_14_02.png,0.971407560302849
I01_14_03.png,0.9502279216580923
I01_14_04.png,0.918001461240213
I01_14_05.png,0.8537502282466004
I01_15_01.png,0.9652957716699021
I01_15_02.png,0.9360468998100403
I01_15_03.png,0.9128214803164888
I01_15_04.png,0.8437359624576707
I01_15_05.png,0.7753393891806603
I01_16_01.png,0.9978658859224697
I01_16_02.png,0.9927537103465013
I01_16_03.png,0.974660397889136
I01_16_04.png,0.9294415462894328
I01_16_05.png,0.8106669552757728
I01_17_01.png,0.9992775750751851
I01_17_02.png,0.9976478946112253
I01_17_03.png,0.9909617447365824
I01_17_04.png,0.9589333825188463
I01_17_05.png,0.7873537964261127
I01_18_01.png,0.9884805317906711
I01_18_02.png,0.9967822127109836
I01_18_03.png,1.0
I01_18_04.png,0.9953189221014432
I01_18_05.png,0.981933961031392
I01_19_01.png,0.9975565363542743
I01_19_02.png,0.9946493648329259
I01_19_03.png,0.9788978645391777
I01_19_04.png,0.9633089040344207
I01_19_05.png,0.9124055158349754
I01_20_01.png,0.9923955475799964
I01_20_02.png,0.9812136982407051
I01_20_03.png,0.9738260967384612
I01_20_04.png,0.9681885758868958
I01_20_05.png,0.9559113326808265
I01_21_01.png,0.9792678914822811
I01_21_02.png,0.9743818316065046
I01_21_03.png,0.9776078682026438
I01_21_04.png,0.9755088876289444
I01_21_05.png,0.9222177927448513
I01_22_01.png,0.9876734829875609
I01_22_02.png,0.9822992418727272
I01_22_03.png,0.9747524321853213
I01_22_04.png,0.9664178925157759
I01_22_05.png,0.9352624981145994
I01_23_01.png,0.983412633035019
I01_23_02.png,0.973788967914715
I01_23_03.png,0.9396864730085087
I01_23_04.png,0.9290507721823439
I01_23_05.png,0.931866019692104
I01_24_01.png,0.9631323205312254
I01_24_02.png,0.9038343231151513
I01_24_03.png,0.8462538341205972
I01_24_04.png,0.7072728557654786
I01_24_05.png,0.5486399502863994
I01_25_01.png,0.944060957337788
I01_25_02.png,0.969665281948848
I01_25_03.png,0.9886940870295254
I01_25_04.png,0.9849629060727031
I01_25_05.png,0.932770322481567
I02_01_01.png,1.0
I02_01_02.png,0.9955197559938271
I02_01_03.png,0.9536544892777175
I02_01_04.png,0.85115122502112
I02_01_05.png,0.6306370614880111
I02_02_01.png,0.9837490711919628
I02_02_02.png,0.9323460771682955
I02_02_03.png,0.8001317622741901
I02_02_04.png,0.6966266106349981
I02_02_05.png,0.6179445603345118
I02_03_01.png,1.0
I02_03_02.png,0.9894015510418762
I02_03_03.png,0.959205020502072
I02_03_04.png,0.9242874839252189
I02_03_05.png,0.8118062353345363
I02_04_01.png,0.9997002901251933
I02_04_02.png,0.995754712083314
I02_04_03.png,0.9781371408724358
I02_04_04.png,0.967629824088168
I02_04_05.png,0.9472035728197492
I02_05_01.png,0.9767139690440434
I02_05_02.png,0.9440468421655682
I02_05_03.png,0.9223103494881381
I02_05_04.png,0.9126413975957106
I02_05_05.png,0.9177865353765865
I02_06_01.png,0.9929091100443647
I02_06_02.png,0.9901884382635874
I02_06_03.png,0.9875473564739504
I02_06_04.png,0.978311791116501
I02_06_05.png,0.9553391465995504
I02_07_01.png,0.9945277965540912
I02_07_02.png,0.9903532800254541
I02_07_03.png,0.9878636482495952
I02_07_04.png,0.9850416873904044
I02_07_05.png,0.9605260456506272
I02_08_01.png,1.0
I02_08_02.png,0.9980284655532378
I02_08_03.png,0.9923911603600549
I02_08_04.png,0.9767887598753007
I02_08_05.png,0.9592826836989579
I02_09_01.png,0.9858172968905642
I02_09_02.png,0.9591798993633512
I02_09_03.png,0.9435999629898556
I02_09_04.png,0.8660054922576914
I02_09_05.png,0.7353072543885885
I02_10_01.png,0.9898978934994245
I02_10_02.png,0.9878286872890523
I02_10_03.png,0.9811039263228734
I02_10_04.png,0.9245106278209079
I02_10_05.png,0.8582862461588521
I02_11_01.png,0.993729431670386
I02_11_02.png,0.9885682250514569
I02_11_03.png,0.9834072079933455
I02_11_04.png,0.9752475903523388
I02_11_05.png,0.9553836342974213
