name,psnr
I01_01_01.png,80.0
I01_01_02.png,40.253273010253906
I01_01_03.png,31.206396102905273
I01_01_04.png,26.918394088745117
I01_01_05.png,20.465370178222656
I01_02_01.png,35.09456253051758
I01_02_02.png,29.835525512695312
I01_02_03.png,25.8297176361084
I01_02_04.png,22.793214797973633
I01_02_05.png,20.43395233154297
I01_03_01.png,80.0
I01_03_02.png,35.626461029052734
I01_03_03.png,30.43059539794922
I01_03_04.png,28.089824676513672
I01_03_05.png,25.133346557617188
I01_04_01.png,37.20803451538086
I01_04_02.png,11.916248321533203
I01_04_03.png,10.024057388305664
I01_04_04.png,9.263596534729004
I01_04_05.png,7.6976752281188965
I01_05_01.png,31.888683319091797
I01_05_02.png,28.249042510986328
I01_05_03.png,27.204055786132812
I01_05_04.png,27.016578674316406
I01_05_05.png,27.126216888427734
I01_06_01.png,29.047136306762695
I01_06_02.png,28.58071517944336
I01_06_03.png,27.50455665588379
I01_06_04.png,20.234363555908203
I01_06_05.png,17.83692741394043
I01_07_01.png,17.564159393310547
I01_07_02.png,15.065560340881348
I01_07_03.png,14.03957462310791
I01_07_04.png,13.127710342407227
I01_07_05.png,12.45675277709961
I01_08_01.png,80.0
I01_08_02.png,15.141301155090332
I01_08_03.png,11.868443489074707
I01_08_04.png,10.267134666442871
I01_08_05.png,9.068079948425293
I01_09_01.png,43.422645568847656
I01_09_02.png,38.33464813232422
I01_09_03.png,35.877052307128906
I01_09_04.png,30.086952209472656
I01_09_05.png,25.456626892089844
I01_10_01.png,33.23087692260742
I01_10_02.png,32.64832305908203
I01_10_03.png,31.195642471313477
I01_10_04.png,26.27257537841797
I01_10_05.png,23.298057556152344
I01_11_01.png,30.040874481201172
I01_11_02.png,27.0708065032959
I01_11_03.png,25.341201782226562
I01_11_04.png,23.156221389770508
I01_11_05.png,20.270689010620117
I01_12_01.png,34.15867233276367
I01_12_02.png,27.257030487060547
I01_12_03.png,24.318750381469727
I01_12_04.png,21.37994956970215
I01_12_05.png,19.727035522460938
I01_13_01.png,35.262107849121094
I01_13_02.png,28.164634704589844
I01_13_03.png,25.196096420288086
I01_13_04.png,22.150943756103516
I01_13_05.png,20.28744888305664
I01_14_01.png,35.60921859741211
I01_14_02.png,28.64121437072754
I01_14_03.png,25.622587203979492
I01_14_04.png,22.664085388183594
I01_14_05.png,18.887767791748047
I01_15_01.png,30.853832244873047
I01_15_02.png,27.585432052612305
I01_15_03.png,26.594411849975586
I01_15_04.png,23.692508697509766
I01_15_05.png,20.954286575317383
I01_16_01.png,27.66826820373535
I01_16_02.png,21.68290138244629
I01_16_03.png,15.651487350463867
I01_16_04.png,11.024446487426758
I01_16_05.png,8.395930290222168
I01_17_01.png,34.129310607910156
I01_17_02.png,27.91558837890625
I01_17_03.png,21.975393295288086
I01_17_04.png,15.914892196655273
I01_17_05.png,10.151954650878906
I01_18_01.png,20.73027801513672
I01_18_02.png,26.845489501953125
I01_18_03.png,80.0
I01_18_04.png,26.399433135986328
I01_18_05.png,20.87481689453125
I01_19_01.png,34.81827163696289
I01_19_02.png,31.406021118164062
I01_19_03.png,24.925823211669922
I01_19_04.png,24.82389259338379
I01_19_05.png,22.245607376098633
I01_20_01.png,36.81486511230469
I01_20_02.png,30.72364044189453
I01_20_03.png,29.166820526123047
I01_20_04.png,28.844240188598633
I01_20_05.png,27.39894676208496
