name,psnry
i01_01_1.bmp,36.547584533691406
i01_01_2.bmp,33.57386779785156
i01_01_3.bmp,30.47467041015625
i01_01_4.bmp,27.493881225585938
i01_01_5.bmp,24.49489974975586
i01_02_1.bmp,42.55611038208008
i01_02_2.bmp,39.605499267578125
i01_02_3.bmp,36.50523376464844
i01_02_4.bmp,33.546913146972656
i01_02_5.bmp,30.486339569091797
i01_03_1.bmp,36.5900993347168
i01_03_2.bmp,33.49374771118164
i01_03_3.bmp,30.500957489013672
i01_03_4.bmp,27.463497161865234
i01_03_5.bmp,24.453603744506836
i01_04_1.bmp,36.263458251953125
i01_04_2.bmp,33.176353454589844
i01_04_3.bmp,30.09830093383789
i01_04_4.bmp,27.330209732055664
i01_04_5.bmp,24.189712524414062
i01_05_1.bmp,36.496177673339844
i01_05_2.bmp,33.493408203125
i01_05_3.bmp,28.490266799926758
i01_05_4.bmp,23.4810791015625
i01_05_5.bmp,18.477506637573242
i01_06_1.bmp,36.910518646240234
i01_06_2.bmp,33.410491943359375
i01_06_3.bmp,30.482492446899414
i01_06_4.bmp,27.59857177734375
i01_06_5.bmp,24.449127197265625
i01_07_1.bmp,36.187416076660156
i01_07_2.bmp,32.27077102661133
i01_07_3.bmp,30.162303924560547
i01_07_4.bmp,26.729013442993164
i01_07_5.bmp,24.003503799438477
i01_08_1.bmp,33.98786163330078
i01_08_2.bmp,29.15029525756836
i01_08_3.bmp,25.28173828125
i01_08_4.bmp,22.733144760131836
i01_08_5.bmp,20.968902587890625
i01_09_1.bmp,34.73555374145508
i01_09_2.bmp,31.527198791503906
i01_09_3.bmp,27.715579986572266
i01_09_4.bmp,24.63010597229004
i01_09_5.bmp,21.444400787353516
i01_10_1.bmp,33.66558837890625
i01_10_2.bmp,30.652359008789062
i01_10_3.bmp,27.446060180664062
i01_10_4.bmp,24.40951156616211
i01_10_5.bmp,22.319049835205078
i01_11_1.bmp,33.35205841064453
i01_11_2.bmp,30.324600219726562
i01_11_3.bmp,27.34369468688965
i01_11_4.bmp,24.16506004333496
i01_11_5.bmp,21.13551139831543
i01_12_1.bmp,32.83443832397461
i01_12_2.bmp,31.158836364746094
i01_12_3.bmp,27.183700561523438
i01_12_4.bmp,23.918766021728516
i01_12_5.bmp,21.290769577026367
i01_13_1.bmp,33.96958923339844
i01_13_2.bmp,29.55856704711914
