name,psnr
1600.AWGN.1.png,37.879425048828125
1600.AWGN.2.png,32.28047180175781
1600.AWGN.3.png,27.479694366455078
1600.AWGN.4.png,23.36512565612793
1600.AWGN.5.png,20.046871185302734
1600.BLUR.1.png,38.084930419921875
1600.BLUR.2.png,32.21208572387695
1600.BLUR.3.png,27.477821350097656
1600.BLUR.4.png,23.38382911682129
1600.BLUR.5.png,20.051183700561523
1600.contrast.1.png,30.08123207092285
1600.contrast.2.png,22.901155471801758
1600.contrast.3.png,17.30967903137207
1600.contrast.4.png,16.119077682495117
1600.contrast.5.png,16.119077682495117
1600.fnoise.1.png,37.97612380981445
1600.fnoise.2.png,32.33670425415039
1600.fnoise.3.png,27.456512451171875
1600.fnoise.4.png,23.407958984375
1600.fnoise.5.png,19.916425704956055
1600.JPEG.1.png,36.94527816772461
1600.JPEG.2.png,32.40285110473633
1600.JPEG.3.png,27.623445510864258
1600.JPEG.4.png,23.4670352935791
1600.JPEG.5.png,20.550251007080078
1600.jpeg2000.1.png,38.10742950439453
1600.jpeg2000.2.png,32.258296966552734
1600.jpeg2000.3.png,27.69874382019043
1600.jpeg2000.4.png,23.44341468811035
1600.jpeg2000.5.png,19.90385627746582
aerial_city.AWGN.1.png,38.014007568359375
aerial_city.AWGN.2.png,32.41405487060547
aerial_city.AWGN.3.png,27.651681900024414
aerial_city.AWGN.4.png,23.522493362426758
aerial_city.AWGN.5.png,19.937728881835938
aerial_city.BLUR.1.png,37.821353912353516
aerial_city.BLUR.2.png,32.51002883911133
aerial_city.BLUR.3.png,27.476099014282227
aerial_city.BLUR.4.png,23.462343215942383
aerial_city.BLUR.5.png,20.07464599609375
aerial_city.contrast.1.png,29.99903678894043
aerial_city.contrast.2.png,22.69829559326172
aerial_city.contrast.3.png,17.29261016845703
aerial_city.contrast.4.png,16.199689865112305
aerial_city.contrast.5.png,16.199689865112305
aerial_city.fnoise.1.png,37.92961883544922
aerial_city.fnoise.2.png,32.40985107421875
aerial_city.fnoise.3.png,27.698965072631836
aerial_city.fnoise.4.png,23.588430404663086
aerial_city.fnoise.5.png,20.032440185546875
aerial_city.JPEG.1.png,38.10204315185547
aerial_city.JPEG.2.png,32.46717071533203
aerial_city.JPEG.3.png,27.675073623657227
aerial_city.JPEG.4.png,24.340850830078125
aerial_city.JPEG.5.png,21.2657527923584
aerial_city.jpeg2000.1.png,37.96289825439453
aerial_city.jpeg2000.2.png,32.517215728759766
aerial_city.jpeg2000.3.png,27.50531768798828
aerial_city.jpeg2000.4.png,23.541236877441406
aerial_city.jpeg2000.5.png,20.032257080078125
boston.AWGN.1.png,38.08085632324219
boston.AWGN.2.png,32.42284393310547
boston.AWGN.3.png,27.55101203918457
boston.AWGN.4.png,23.41993522644043
boston.AWGN.5.png,19.96209144592285
boston.BLUR.1.png,38.04042434692383
boston.BLUR.2.png,32.28229904174805
boston.BLUR.3.png,27.487167358398438
boston.BLUR.4.png,23.419084548950195
boston.BLUR.5.png,20.050865173339844
boston.contrast.1.png,30.147865295410156
boston.contrast.2.png,22.844131469726562
boston.contrast.3.png,17.353235244750977
boston.contrast.4.png,16.170806884765625
boston.contrast.5.png,16.170806884765625
boston.fnoise.1.png,38.01872253417969
boston.fnoise.2.png,32.267967224121094
boston.fnoise.3.png,27.488344192504883
boston.fnoise.4.png,23.589879989624023
boston.fnoise.5.png,20.63457489013672
boston.JPEG.1.png,37.334266662597656
boston.JPEG.2.png,32.48594284057617
boston.JPEG.3.png,27.489974975585938
boston.JPEG.4.png,22.33736228942871
boston.JPEG.5.png,21.12558364868164
boston.jpeg2000.1.png,37.925880432128906
boston.jpeg2000.2.png,32.45738220214844
boston.jpeg2000.3.png,27.60500144958496
boston.jpeg2000.4.png,23.486326217651367
boston.jpeg2000.5.png,19.964645385742188
bridge.AWGN.1.png,37.8571662902832
bridge.AWGN.2.png,32.2900505065918
bridge.AWGN.3.png,27.485448837280273
bridge.AWGN.4.png,23.588958740234375
bridge.AWGN.5.png,20.095529556274414
bridge.BLUR.1.png,38.11906814575195
bridge.BLUR.2.png,32.37158966064453
bridge.BLUR.3.png,27.540674209594727
bridge.BLUR.4.png,23.57467269897461
bridge.BLUR.5.png,20.034332275390625
bridge.contrast.1.png,29.932395935058594
bridge.contrast.2.png,22.894990921020508
bridge.contrast.3.png,17.365665435791016
bridge.contrast.4.png,15.539240837097168
bridge.contrast.5.png,15.539240837097168
bridge.fnoise.1.png,38.164974212646484
bridge.fnoise.2.png,32.435508728027344
bridge.fnoise.3.png,27.67806625366211
bridge.fnoise.4.png,23.374652862548828
bridge.fnoise.5.png,20.05340576171875
bridge.JPEG.1.png,38.69173812866211
bridge.JPEG.2.png,32.28889846801758
bridge.JPEG.3.png,27.655941009521484
bridge.JPEG.4.png,21.90771484375
bridge.JPEG.5.png,20.661094665527344
bridge.jpeg2000.1.png,37.93815231323242
bridge.jpeg2000.2.png,32.25293731689453
bridge.jpeg2000.3.png,27.593765258789062
bridge.jpeg2000.4.png,23.390213012695312
bridge.jpeg2000.5.png,20.04783821105957
butter_flower.AWGN.1.png,37.8120231628418
butter_flower.AWGN.2.png,32.489044189453125
butter_flower.AWGN.3.png,27.531787872314453
butter_flower.AWGN.4.png,23.421672821044922
butter_flower.AWGN.5.png,19.985952377319336
butter_flower.BLUR.1.png,37.88515853881836
butter_flower.BLUR.2.png,32.432621002197266
butter_flower.BLUR.3.png,27.47581672668457
butter_flower.BLUR.4.png,23.489086151123047
butter_flower.BLUR.5.png,20.038677215576172
butter_flower.contrast.1.png,30.077314376831055
butter_flower.contrast.2.png,22.72066307067871
butter_flower.contrast.3.png,17.377540588378906
butter_flower.contrast.4.png,16.21146011352539
butter_flower.contrast.5.png,16.21146011352539
butter_flower.fnoise.1.png,38.1835823059082
butter_flower.fnoise.2.png,32.3848876953125
butter_flower.fnoise.3.png,27.642189025878906
butter_flower.fnoise.4.png,23.423688888549805
butter_flower.fnoise.5.png,20.056446075439453
butter_flower.JPEG.1.png,37.989173889160156
butter_flower.JPEG.2.png,32.29049301147461
butter_flower.JPEG.3.png,27.625398635864258
butter_flower.JPEG.4.png,24.358592987060547
butter_flower.JPEG.5.png,22.40829849243164
butter_flower.jpeg2000.1.png,38.062957763671875
butter_flower.jpeg2000.2.png,32.248023986816406
butter_flower.jpeg2000.3.png,27.511043548583984
butter_flower.jpeg2000.4.png,23.38608741760254
butter_flower.jpeg2000.5.png,19.958755493164062
cactus.AWGN.1.png,37.91026306152344
cactus.AWGN.2.png,32.47897720336914
cactus.AWGN.3.png,27.467506408691406
cactus.AWGN.4.png,23.53111457824707
cactus.AWGN.5.png,19.92428207397461
cactus.BLUR.1.png,38.11582565307617
cactus.BLUR.2.png,32.22364044189453
cactus.BLUR.3.png,27.658767700195312
cactus.BLUR.4.png,23.538955688476562
cactus.BLUR.5.png,19.972944259643555
cactus.contrast.1.png,30.089807510375977
cactus.contrast.2.png,22.81839370727539
cactus.contrast.3.png,17.40192985534668
cactus.contrast.4.png,16.217605590820312
cactus.contrast.5.png,16.217605590820312
cactus.fnoise.1.png,38.13292694091797
cactus.fnoise.2.png,32.39589309692383
cactus.fnoise.3.png,27.556224822998047
cactus.fnoise.4.png,23.592689514160156
cactus.fnoise.5.png,19.99589729309082
cactus.JPEG.1.png,38.141197204589844
cactus.JPEG.2.png,31.29096794128418
cactus.JPEG.3.png,27.683368682861328
cactus.JPEG.4.png,23.43441390991211
cactus.JPEG.5.png,19.905607223510742
cactus.jpeg2000.1.png,37.977359771728516
cactus.jpeg2000.2.png,32.3475227355957
cactus.jpeg2000.3.png,27.67487335205078
cactus.jpeg2000.4.png,23.53365135192871
cactus.jpeg2000.5.png,20.003265380859375
child_swimming.AWGN.1.png,37.933658599853516
child_swimming.AWGN.2.png,32.379119873046875
child_swimming.AWGN.3.png,27.432973861694336
child_swimming.AWGN.4.png,23.524337768554688
child_swimming.AWGN.5.png,20.097349166870117
child_swimming.BLUR.1.png,37.86167907714844
child_swimming.BLUR.2.png,32.387725830078125
child_swimming.BLUR.3.png,27.480480194091797
child_swimming.BLUR.4.png,23.568683624267578
child_swimming.BLUR.5.png,19.900854110717773
child_swimming.contrast.1.png,30.030481338500977
child_swimming.contrast.2.png,22.69740104675293
child_swimming.contrast.3.png,17.400917053222656
child_swimming.contrast.4.png,16.170124053955078
child_swimming.contrast.5.png,16.170124053955078
child_swimming.fnoise.1.png,37.95209884643555
child_swimming.fnoise.2.png,32.41011047363281
child_swimming.fnoise.3.png,27.66329002380371
child_swimming.fnoise.4.png,23.558408737182617
child_swimming.fnoise.5.png,20.0937557220459
child_swimming.JPEG.1.png,37.01346206665039
