name,psnry
1600.AWGN.1.png,41.42382049560547
1600.AWGN.2.png,35.842891693115234
1600.AWGN.3.png,31.01711654663086
1600.AWGN.4.png,26.87310218811035
1600.AWGN.5.png,23.512248992919922
1600.BLUR.1.png,38.304298400878906
1600.BLUR.2.png,32.41705322265625
1600.BLUR.3.png,27.67803192138672
1600.BLUR.4.png,23.631271362304688
1600.BLUR.5.png,20.594079971313477
1600.contrast.1.png,30.91844367980957
1600.contrast.2.png,23.74254608154297
1600.contrast.3.png,18.147390365600586
1600.contrast.4.png,16.957916259765625
1600.contrast.5.png,16.957916259765625
1600.fnoise.1.png,41.475364685058594
1600.fnoise.2.png,35.40268325805664
1600.fnoise.3.png,31.061880111694336
1600.fnoise.4.png,26.82290267944336
1600.fnoise.5.png,23.525447845458984
1600.JPEG.1.png,52.91031265258789
1600.JPEG.2.png,36.94706726074219
1600.JPEG.3.png,29.955299377441406
1600.JPEG.4.png,25.24349594116211
1600.JPEG.5.png,23.011775970458984
1600.jpeg2000.1.png,42.2655029296875
1600.jpeg2000.2.png,34.69567108154297
1600.jpeg2000.3.png,29.007780075073242
1600.jpeg2000.4.png,24.42902374267578
1600.jpeg2000.5.png,20.783790588378906
aerial_city.AWGN.1.png,41.519920349121094
aerial_city.AWGN.2.png,35.90974426269531
aerial_city.AWGN.3.png,31.14924430847168
aerial_city.AWGN.4.png,27.006940841674805
aerial_city.AWGN.5.png,23.414459228515625
aerial_city.BLUR.1.png,37.89898681640625
aerial_city.BLUR.2.png,32.56769561767578
aerial_city.BLUR.3.png,27.514041900634766
aerial_city.BLUR.4.png,23.468536376953125
aerial_city.BLUR.5.png,20.056116104125977
aerial_city.contrast.1.png,30.27895164489746
aerial_city.contrast.2.png,22.977066040039062
aerial_city.contrast.3.png,17.569887161254883
aerial_city.contrast.4.png,16.47732162475586
aerial_city.contrast.5.png,16.47732162475586
aerial_city.fnoise.1.png,41.43813705444336
aerial_city.fnoise.2.png,35.908241271972656
aerial_city.fnoise.3.png,30.673105239868164
aerial_city.fnoise.4.png,26.6616153717041
aerial_city.fnoise.5.png,23.94245147705078
aerial_city.JPEG.1.png,40.4993896484375
aerial_city.JPEG.2.png,33.27975082397461
aerial_city.JPEG.3.png,28.26681900024414
aerial_city.JPEG.4.png,25.393779754638672
aerial_city.JPEG.5.png,22.357637405395508
aerial_city.jpeg2000.1.png,39.94743728637695
aerial_city.jpeg2000.2.png,33.23115539550781
aerial_city.jpeg2000.3.png,27.826318740844727
aerial_city.jpeg2000.4.png,23.66804313659668
aerial_city.jpeg2000.5.png,20.21924591064453
boston.AWGN.1.png,41.57939910888672
boston.AWGN.2.png,35.910945892333984
boston.AWGN.3.png,31.023868560791016
boston.AWGN.4.png,26.903873443603516
boston.AWGN.5.png,23.443395614624023
boston.BLUR.1.png,38.173431396484375
boston.BLUR.2.png,32.389503479003906
boston.BLUR.3.png,27.5595760345459
boston.BLUR.4.png,23.458593368530273
boston.BLUR.5.png,20.180740356445312
